,object_id,creation_time,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,label
10591,10592,2014-02-13 11:27:01,ORG_INVITE,1392290821.0,0,1,88,2436.0,not adopted
10592,10593,2013-11-24 10:01:04,GUEST_INVITE,,0,1,160,8259.0,
10593,10594,2014-03-18 09:57:25,ORG_INVITE,1395136645.0,0,0,260,3175.0,not adopted
10594,10595,2014-02-10 09:19:50,SIGNUP,1392023990.0,0,0,14,,not adopted
10595,10596,2012-08-24 20:54:54,SIGNUP_GOOGLE_AUTH,1345841694.0,0,0,403,,not adopted
10596,10597,2013-03-13 11:26:42,GUEST_INVITE,1363174002.0,0,0,257,10178.0,not adopted
10597,10598,2014-02-15 02:03:27,PERSONAL_PROJECTS,,0,0,212,,
10598,10599,2012-08-13 14:11:36,GUEST_INVITE,1401891096.0,0,0,190,5321.0,adopted
10599,10600,2013-08-12 08:33:37,GUEST_INVITE,1376469217.0,0,0,174,1926.0,not adopted
10600,10601,2012-12-07 16:34:26,ORG_INVITE,,1,1,2,9923.0,
10601,10602,2013-01-16 01:41:13,GUEST_INVITE,1401846073.0,0,0,175,3559.0,adopted
10602,10603,2014-03-18 03:26:05,SIGNUP,1395631565.0,0,0,384,,not adopted
10603,10604,2013-11-30 03:01:49,SIGNUP,1385780509.0,1,0,32,,not adopted
10604,10605,2012-10-05 20:28:27,GUEST_INVITE,1349987307.0,0,1,65,10605.0,not adopted
10605,10606,2012-06-27 20:27:10,PERSONAL_PROJECTS,,1,1,235,,
10606,10607,2014-05-20 05:26:23,SIGNUP,1400995583.0,1,1,51,,not adopted
10607,10608,2012-12-18 08:22:31,SIGNUP,1355905351.0,1,0,226,,not adopted
10608,10609,2013-09-25 00:36:18,SIGNUP,1380069378.0,0,0,0,,not adopted
10609,10610,2014-01-05 21:13:19,GUEST_INVITE,1389042799.0,0,0,175,8029.0,not adopted
10610,10611,2013-03-05 23:50:04,GUEST_INVITE,1401148204.0,1,1,24,7071.0,adopted
10611,10612,2013-09-19 23:09:14,GUEST_INVITE,,0,0,18,6558.0,
10612,10613,2012-09-03 03:13:11,SIGNUP,,0,0,47,,
10613,10614,2014-02-20 22:42:52,ORG_INVITE,1393108972.0,1,1,348,3904.0,not adopted
10614,10615,2014-05-18 15:00:46,GUEST_INVITE,1400511646.0,0,0,301,3261.0,not adopted
10615,10616,2013-08-29 00:17:26,SIGNUP,1377821846.0,0,0,313,,not adopted
10616,10617,2013-12-02 21:32:59,ORG_INVITE,1401139979.0,0,0,8,2175.0,adopted
10617,10618,2014-03-24 03:10:51,SIGNUP_GOOGLE_AUTH,1395630651.0,0,0,11,,not adopted
10618,10619,2013-03-09 07:58:25,SIGNUP,1395907105.0,0,0,16,,adopted
10619,10620,2013-09-21 04:52:22,PERSONAL_PROJECTS,,0,1,351,,
10620,10621,2013-04-13 02:50:35,GUEST_INVITE,1401591035.0,0,0,251,5981.0,adopted
10621,10622,2013-07-02 12:40:31,GUEST_INVITE,,0,0,311,6536.0,
10622,10623,2014-05-14 22:01:16,PERSONAL_PROJECTS,,0,0,10,,
10623,10624,2012-06-05 15:46:42,GUEST_INVITE,1339084002.0,0,0,17,5217.0,not adopted
10624,10625,2013-04-09 16:44:36,PERSONAL_PROJECTS,,0,0,4,,
10625,10626,2014-03-26 11:43:16,GUEST_INVITE,1400067796.0,0,0,49,4244.0,adopted
10626,10627,2014-04-21 01:56:51,SIGNUP_GOOGLE_AUTH,1399946211.0,1,0,22,,not adopted
10627,10628,2012-05-31 15:20:16,ORG_INVITE,1338736816.0,0,0,82,10639.0,not adopted
10628,10629,2014-04-20 21:57:31,ORG_INVITE,,1,1,95,8399.0,
10629,10630,2012-10-16 10:47:01,SIGNUP,1401187621.0,0,0,280,,adopted
10630,10631,2014-05-03 16:38:01,SIGNUP,1400690281.0,0,0,147,,not adopted
10631,10632,2013-08-17 22:53:38,SIGNUP_GOOGLE_AUTH,1376866418.0,0,0,71,,not adopted
10632,10633,2013-11-08 21:08:20,PERSONAL_PROJECTS,,0,0,311,,
10633,10634,2012-11-19 09:26:27,GUEST_INVITE,1357550787.0,0,0,33,9138.0,adopted
10634,10635,2013-07-18 12:52:23,SIGNUP,1374497543.0,0,0,23,,not adopted
10635,10636,2013-08-16 08:16:06,PERSONAL_PROJECTS,,0,0,309,,
10636,10637,2012-06-20 11:30:12,SIGNUP_GOOGLE_AUTH,1340364612.0,0,0,14,,not adopted
10637,10638,2014-05-30 12:31:40,GUEST_INVITE,1401539500.0,1,0,323,9206.0,not adopted
10638,10639,2012-06-25 09:39:29,ORG_INVITE,1346837969.0,0,0,82,10628.0,adopted
10639,10640,2013-08-12 15:10:15,ORG_INVITE,,0,0,40,8292.0,
10640,10641,2013-10-20 07:30:04,ORG_INVITE,1382599804.0,1,0,134,4189.0,not adopted
10641,10642,2013-04-09 01:46:24,GUEST_INVITE,,0,0,290,4926.0,
10642,10643,2013-09-27 12:55:00,PERSONAL_PROJECTS,1380632100.0,0,0,11,,not adopted
10643,10644,2013-03-22 20:04:42,SIGNUP,1401825882.0,0,0,193,,adopted
10644,10645,2012-07-06 10:39:17,PERSONAL_PROJECTS,,0,0,202,,
10645,10646,2013-09-22 18:48:53,ORG_INVITE,1379875733.0,0,0,6,7854.0,not adopted
10646,10647,2013-04-09 10:48:59,SIGNUP,1401533339.0,0,0,184,,adopted
10647,10648,2014-02-12 11:39:16,ORG_INVITE,1396179556.0,0,0,39,6890.0,not adopted
10648,10649,2012-06-11 05:23:55,ORG_INVITE,1340169835.0,0,0,97,8477.0,not adopted
10649,10650,2013-11-08 01:39:12,GUEST_INVITE,1383874752.0,1,0,72,1270.0,not adopted
10650,10651,2013-06-16 05:16:14,PERSONAL_PROJECTS,,0,0,0,,
10651,10652,2012-07-05 05:26:13,PERSONAL_PROJECTS,,0,0,80,,
10652,10653,2013-12-27 01:38:46,ORG_INVITE,1388108326.0,0,0,143,3933.0,not adopted
10653,10654,2014-04-11 11:56:37,SIGNUP,1397217397.0,0,0,267,,not adopted
10654,10655,2013-02-28 10:33:47,ORG_INVITE,1362047627.0,1,0,149,2986.0,not adopted
10655,10656,2012-10-27 11:34:09,GUEST_INVITE,1401881649.0,0,0,134,4189.0,adopted
10656,10657,2014-04-14 13:44:18,SIGNUP,1397483058.0,0,0,68,,not adopted
10657,10658,2014-01-07 04:26:32,SIGNUP_GOOGLE_AUTH,1391228792.0,0,0,10,,not adopted
10658,10659,2013-06-06 11:02:06,GUEST_INVITE,1370775726.0,1,1,164,11817.0,not adopted
10659,10660,2014-01-06 13:32:49,SIGNUP_GOOGLE_AUTH,1389015169.0,0,0,58,,not adopted
10660,10661,2013-01-07 15:51:08,PERSONAL_PROJECTS,,0,0,0,,
10661,10662,2013-11-17 14:25:50,PERSONAL_PROJECTS,,0,0,2,,
10662,10663,2013-04-17 19:26:17,ORG_INVITE,1391196377.0,1,0,207,828.0,adopted
10663,10664,2014-05-14 02:29:36,ORG_INVITE,1400034576.0,0,0,2,11704.0,not adopted
10664,10665,2014-04-05 20:57:57,GUEST_INVITE,1396817877.0,0,0,18,7248.0,not adopted
10665,10666,2013-07-03 04:24:37,ORG_INVITE,,1,0,275,7561.0,
10666,10667,2012-08-15 20:25:27,ORG_INVITE,,1,0,250,2472.0,
10667,10668,2013-02-21 07:15:45,ORG_INVITE,1361430945.0,0,0,4,2657.0,not adopted
10668,10669,2013-06-12 01:49:14,PERSONAL_PROJECTS,1371088154.0,0,0,0,,not adopted
10669,10670,2012-06-23 14:10:00,SIGNUP,1340633400.0,0,0,45,,not adopted
10670,10671,2014-04-09 06:42:23,PERSONAL_PROJECTS,,0,0,77,,
10671,10672,2012-12-12 22:04:12,PERSONAL_PROJECTS,,0,0,1,,
10672,10673,2014-04-05 01:25:55,GUEST_INVITE,1396920355.0,1,0,331,1114.0,not adopted
10673,10674,2012-10-11 00:47:30,PERSONAL_PROJECTS,1351471650.0,0,0,159,,not adopted
10674,10675,2013-05-25 15:29:54,ORG_INVITE,1369495794.0,0,0,373,8146.0,not adopted
10675,10676,2014-04-10 01:44:21,SIGNUP,1397612661.0,0,0,285,,not adopted
10676,10677,2014-03-15 20:04:12,GUEST_INVITE,1400616252.0,0,0,32,9770.0,not adopted
10677,10678,2012-10-23 22:11:55,GUEST_INVITE,1369606315.0,1,0,93,7856.0,adopted
10678,10679,2013-03-05 01:12:52,SIGNUP_GOOGLE_AUTH,1371258772.0,0,0,12,,adopted
10679,10680,2012-06-29 04:38:40,ORG_INVITE,,0,1,178,8480.0,
10680,10681,2013-11-01 18:36:20,SIGNUP,1383330980.0,0,0,185,,not adopted
10681,10682,2014-03-28 15:10:21,PERSONAL_PROJECTS,1396451421.0,0,0,354,,not adopted
10682,10683,2014-02-02 06:47:07,GUEST_INVITE,1399790827.0,1,1,122,193.0,adopted
10683,10684,2012-08-18 20:10:49,SIGNUP,1345320649.0,0,0,173,,not adopted
10684,10685,2012-10-08 00:48:21,SIGNUP_GOOGLE_AUTH,1350175701.0,0,0,144,,not adopted
10685,10686,2012-10-06 07:19:35,GUEST_INVITE,,0,0,125,10132.0,
10686,10687,2012-07-11 14:26:44,SIGNUP_GOOGLE_AUTH,1342103204.0,0,0,14,,not adopted
10687,10688,2014-05-14 17:59:27,PERSONAL_PROJECTS,,1,1,401,,
10688,10689,2012-07-19 12:16:49,PERSONAL_PROJECTS,,0,0,18,,
10689,10690,2013-05-02 04:53:20,GUEST_INVITE,1367556800.0,0,0,71,5739.0,not adopted
10690,10691,2013-05-08 18:10:04,SIGNUP,1368209404.0,0,0,221,,not adopted
10691,10692,2014-02-09 16:27:55,SIGNUP,,0,0,92,,
10692,10693,2013-09-30 06:30:49,PERSONAL_PROJECTS,1380522649.0,0,0,51,,not adopted
10693,10694,2014-04-18 10:48:16,GUEST_INVITE,1397904496.0,1,0,72,8246.0,not adopted
10694,10695,2012-11-30 23:08:18,PERSONAL_PROJECTS,,0,0,11,,
10695,10696,2014-02-02 21:02:12,PERSONAL_PROJECTS,1400965332.0,0,0,124,,adopted
10696,10697,2014-03-24 12:36:07,ORG_INVITE,1395664567.0,0,0,201,2467.0,not adopted
10697,10698,2014-04-23 22:39:31,GUEST_INVITE,1398292771.0,0,0,2,4851.0,not adopted
10698,10699,2013-03-25 14:01:05,ORG_INVITE,1364306465.0,0,0,170,1204.0,not adopted
10699,10700,2013-03-09 13:47:26,GUEST_INVITE,1362923246.0,1,1,80,7309.0,not adopted
10700,10701,2013-12-13 00:17:19,ORG_INVITE,,0,0,140,9394.0,
10701,10702,2013-02-16 10:05:17,SIGNUP,1361095517.0,0,0,238,,not adopted
10702,10703,2013-05-17 06:00:05,PERSONAL_PROJECTS,,0,1,201,,
10703,10704,2013-09-06 02:28:06,ORG_INVITE,1378434486.0,0,0,53,2126.0,not adopted
10704,10705,2014-01-07 23:48:22,ORG_INVITE,1389138502.0,0,0,61,7023.0,not adopted
10705,10706,2013-07-16 14:05:09,GUEST_INVITE,,0,0,173,10684.0,
10706,10707,2014-05-09 05:59:06,GUEST_INVITE,1399615146.0,0,0,14,7286.0,not adopted
10707,10708,2014-02-27 02:43:16,GUEST_INVITE,1400467396.0,0,0,7,11186.0,adopted
10708,10709,2012-11-26 14:54:21,PERSONAL_PROJECTS,,1,1,176,,
10709,10710,2013-09-26 19:09:31,ORG_INVITE,1380308971.0,1,1,160,553.0,not adopted
10710,10711,2013-08-25 00:42:05,GUEST_INVITE,1377391325.0,0,0,334,2765.0,not adopted
10711,10712,2013-06-28 00:31:19,ORG_INVITE,1372465879.0,0,0,54,9281.0,not adopted
10712,10713,2013-05-14 15:21:40,SIGNUP,1370618500.0,1,0,131,,not adopted
10713,10714,2013-09-07 16:05:51,PERSONAL_PROJECTS,,0,0,11,,
10714,10715,2013-12-22 00:09:37,ORG_INVITE,1387670977.0,0,0,186,544.0,not adopted
10715,10716,2013-07-20 15:37:17,PERSONAL_PROJECTS,,0,0,403,,
10716,10717,2014-03-01 03:19:54,ORG_INVITE,1393643994.0,0,0,9,4551.0,not adopted
10717,10718,2013-03-08 15:59:55,ORG_INVITE,1363017595.0,0,0,138,9899.0,not adopted
10718,10719,2013-09-27 22:00:17,SIGNUP_GOOGLE_AUTH,1380492017.0,0,1,97,,not adopted
10719,10720,2013-08-30 17:49:10,SIGNUP,1377971350.0,0,0,56,,not adopted
10720,10721,2014-04-29 00:30:28,ORG_INVITE,1398731428.0,0,0,15,2954.0,not adopted
10721,10722,2012-09-12 04:17:39,SIGNUP,,1,1,150,,
10722,10723,2013-11-01 23:20:01,ORG_INVITE,1383866401.0,0,0,26,7744.0,not adopted
10723,10724,2013-05-18 15:18:09,ORG_INVITE,,0,0,102,4584.0,
10724,10725,2013-10-17 17:54:30,GUEST_INVITE,1400954070.0,0,0,65,11251.0,adopted
10725,10726,2014-05-07 00:27:44,ORG_INVITE,,0,0,105,1758.0,
10726,10727,2012-06-01 02:07:56,GUEST_INVITE,,1,1,38,9728.0,
10727,10728,2013-01-10 14:43:34,SIGNUP,1357915414.0,0,0,90,,not adopted
10728,10729,2013-05-31 18:13:41,GUEST_INVITE,,1,0,160,8259.0,
10729,10730,2012-09-17 05:32:55,GUEST_INVITE,1347946375.0,0,0,71,5739.0,not adopted
10730,10731,2013-11-29 18:45:03,GUEST_INVITE,1385923503.0,0,0,406,3139.0,not adopted
10731,10732,2013-09-26 17:13:24,ORG_INVITE,,0,0,0,1420.0,
10732,10733,2012-10-20 23:41:09,ORG_INVITE,1350776469.0,0,0,7,512.0,not adopted
10733,10734,2012-08-03 15:39:53,SIGNUP_GOOGLE_AUTH,1401896393.0,0,0,152,,adopted
10734,10735,2012-09-10 23:59:15,PERSONAL_PROJECTS,,0,0,6,,
10735,10736,2013-02-21 09:01:15,SIGNUP_GOOGLE_AUTH,1373446875.0,0,0,195,,not adopted
10736,10737,2012-10-23 08:47:00,ORG_INVITE,1367398020.0,0,0,21,7736.0,adopted
10737,10738,2014-05-27 11:13:03,GUEST_INVITE,1401189183.0,1,0,149,5833.0,not adopted
10738,10739,2013-10-22 01:13:37,ORG_INVITE,1382404417.0,0,0,286,264.0,not adopted
10739,10740,2013-09-18 23:15:33,PERSONAL_PROJECTS,,0,0,162,,
10740,10741,2012-06-18 06:13:08,ORG_INVITE,,0,0,100,10741.0,
10741,10742,2013-10-07 00:36:22,SIGNUP_GOOGLE_AUTH,1381192582.0,0,0,5,,not adopted
10742,10743,2013-09-15 00:44:56,SIGNUP,1380415496.0,0,0,36,,not adopted
10743,10744,2014-04-16 09:27:06,PERSONAL_PROJECTS,1397640426.0,1,0,116,,not adopted
10744,10745,2013-06-22 08:10:42,ORG_INVITE,1389514242.0,0,0,235,3017.0,adopted
10745,10746,2014-01-17 14:12:36,ORG_INVITE,1401804756.0,0,0,52,11973.0,adopted
10746,10747,2013-07-25 09:07:39,GUEST_INVITE,1374743259.0,0,0,73,4780.0,not adopted
10747,10748,2013-10-14 18:33:27,SIGNUP,1382034807.0,0,0,255,,not adopted
10748,10749,2013-11-16 02:14:19,GUEST_INVITE,1384568059.0,0,0,5,853.0,not adopted
10749,10750,2013-06-06 12:14:27,GUEST_INVITE,1401711267.0,1,0,52,2872.0,adopted
10750,10751,2014-05-21 20:02:08,ORG_INVITE,1401825728.0,1,1,254,11204.0,not adopted
10751,10752,2012-07-12 21:31:46,GUEST_INVITE,,0,0,44,8849.0,
10752,10753,2013-05-24 05:57:12,SIGNUP_GOOGLE_AUTH,1400738232.0,0,0,258,,adopted
10753,10754,2012-12-07 01:52:11,PERSONAL_PROJECTS,,0,0,135,,
10754,10755,2012-12-21 15:18:33,ORG_INVITE,1356103113.0,0,0,153,6746.0,not adopted
10755,10756,2014-04-29 11:11:04,PERSONAL_PROJECTS,1400670664.0,1,1,357,,not adopted
10756,10757,2013-02-22 21:41:28,PERSONAL_PROJECTS,1401918088.0,0,0,250,,adopted
10757,10758,2014-05-11 17:12:13,SIGNUP,1401729133.0,0,0,305,,not adopted
10758,10759,2012-06-21 11:06:12,ORG_INVITE,,0,0,94,1525.0,
10759,10760,2014-01-19 21:10:36,SIGNUP,1390165836.0,0,0,158,,not adopted
10760,10761,2013-10-22 02:48:16,ORG_INVITE,1382410096.0,0,0,152,11626.0,not adopted
10761,10762,2014-04-08 14:02:59,SIGNUP,1396965779.0,0,1,12,,not adopted
10762,10763,2012-08-02 23:00:17,ORG_INVITE,1401836417.0,0,0,2,6083.0,adopted
10763,10764,2012-07-07 07:59:19,SIGNUP_GOOGLE_AUTH,1341993559.0,0,0,316,,not adopted
10764,10765,2012-07-24 20:53:51,SIGNUP_GOOGLE_AUTH,1343163231.0,0,0,1,,not adopted
10765,10766,2014-03-04 05:13:07,SIGNUP,,0,0,0,,
10766,10767,2012-06-26 22:52:33,PERSONAL_PROJECTS,1340751153.0,0,1,83,,not adopted
10767,10768,2013-12-05 07:07:47,ORG_INVITE,1386400067.0,1,1,406,6891.0,not adopted
10768,10769,2013-08-12 19:00:23,SIGNUP_GOOGLE_AUTH,1376593223.0,0,0,155,,not adopted
10769,10770,2012-07-15 00:19:32,SIGNUP,1344385172.0,1,1,194,,not adopted
10770,10771,2013-03-26 12:36:51,ORG_INVITE,1364301411.0,1,0,137,9449.0,not adopted
10771,10772,2013-11-24 06:49:43,SIGNUP_GOOGLE_AUTH,1385275783.0,0,0,5,,not adopted
10772,10773,2013-02-17 17:22:14,ORG_INVITE,1361294534.0,1,0,3,11911.0,not adopted
10773,10774,2012-09-30 04:51:15,ORG_INVITE,1349067075.0,1,1,94,1525.0,not adopted
10774,10775,2013-09-19 09:06:45,SIGNUP,1379581605.0,0,0,75,,not adopted
10775,10776,2013-01-22 00:30:49,GUEST_INVITE,1359073849.0,1,0,3,9621.0,not adopted
10776,10777,2014-05-05 13:26:17,ORG_INVITE,1399555577.0,1,1,133,8811.0,not adopted
10777,10778,2012-07-12 00:43:15,ORG_INVITE,1342053795.0,0,0,339,7693.0,not adopted
10778,10779,2013-06-04 20:43:42,ORG_INVITE,1370378622.0,1,0,217,6370.0,not adopted
10779,10780,2012-12-05 21:30:22,SIGNUP,1354829422.0,1,1,6,,not adopted
10780,10781,2013-10-23 08:30:34,PERSONAL_PROJECTS,,0,0,175,,
10781,10782,2012-11-05 11:30:11,ORG_INVITE,1352115011.0,1,1,57,10886.0,not adopted
10782,10783,2012-06-14 20:36:31,SIGNUP_GOOGLE_AUTH,1339878991.0,0,0,319,,not adopted
10783,10784,2013-07-25 11:51:21,SIGNUP,1375012281.0,0,0,96,,not adopted
10784,10785,2013-07-05 15:53:58,ORG_INVITE,1375026838.0,1,1,46,2703.0,adopted
10785,10786,2014-05-02 12:20:10,SIGNUP_GOOGLE_AUTH,1399033210.0,0,0,196,,not adopted
10786,10787,2013-11-02 23:07:45,SIGNUP,1401750465.0,0,0,70,,adopted
10787,10788,2013-10-24 23:32:52,PERSONAL_PROJECTS,,1,1,5,,
10788,10789,2013-09-26 09:10:13,SIGNUP,1380273013.0,0,0,290,,not adopted
10789,10790,2012-09-19 01:57:12,SIGNUP,1348106232.0,0,0,220,,not adopted
10790,10791,2012-07-20 05:48:07,GUEST_INVITE,1400737687.0,0,1,32,11800.0,adopted
10791,10792,2013-11-24 11:38:58,SIGNUP,1401104338.0,0,0,283,,adopted
10792,10793,2012-09-10 18:31:17,SIGNUP,1348079477.0,0,0,40,,not adopted
10793,10794,2013-01-20 23:59:47,SIGNUP,1358726387.0,0,0,249,,not adopted
10794,10795,2013-12-16 01:13:07,ORG_INVITE,,0,0,172,8911.0,
10795,10796,2013-03-18 14:20:48,GUEST_INVITE,,0,0,10,3842.0,
10796,10797,2012-12-06 11:18:33,GUEST_INVITE,1354879113.0,0,0,321,6445.0,not adopted
10797,10798,2013-08-13 09:08:55,SIGNUP,1376557735.0,0,0,363,,not adopted
10798,10799,2013-05-15 02:56:03,ORG_INVITE,1368586563.0,0,0,0,4757.0,not adopted
10799,10800,2014-05-09 16:57:20,ORG_INVITE,1399827440.0,0,0,0,10834.0,not adopted
10800,10801,2013-07-29 23:06:39,GUEST_INVITE,,0,0,123,2922.0,
10801,10802,2012-07-10 08:19:28,ORG_INVITE,,0,0,154,8664.0,
10802,10803,2012-08-09 06:32:29,SIGNUP,1344493949.0,0,0,11,,not adopted
10803,10804,2012-12-24 05:31:08,GUEST_INVITE,1356672668.0,0,0,242,3243.0,not adopted
10804,10805,2013-11-09 12:06:47,SIGNUP_GOOGLE_AUTH,1384258007.0,0,0,53,,not adopted
10805,10806,2014-01-25 23:11:53,ORG_INVITE,1390691513.0,0,0,213,6272.0,not adopted
10806,10807,2014-05-08 16:10:03,ORG_INVITE,1399738203.0,0,0,171,9738.0,not adopted
10807,10808,2013-05-10 13:59:08,ORG_INVITE,,0,0,24,10611.0,
10808,10809,2013-12-20 06:13:05,SIGNUP,1387519985.0,0,0,354,,not adopted
10809,10810,2014-05-17 04:29:00,SIGNUP_GOOGLE_AUTH,1400387340.0,1,0,203,,not adopted
10810,10811,2012-11-28 04:57:19,SIGNUP,1356325039.0,0,0,95,,adopted
10811,10812,2013-06-06 14:12:30,SIGNUP_GOOGLE_AUTH,1399212750.0,0,0,6,,adopted
10812,10813,2013-10-14 19:01:34,PERSONAL_PROJECTS,,0,0,93,,
10813,10814,2013-11-14 18:34:43,GUEST_INVITE,,0,0,5,3246.0,
10814,10815,2014-02-14 06:09:41,SIGNUP,1392703781.0,0,0,54,,not adopted
10815,10816,2012-05-31 15:41:54,SIGNUP,1339083714.0,1,1,371,,not adopted
10816,10817,2013-09-23 01:25:05,ORG_INVITE,,0,0,66,2087.0,
10817,10818,2013-09-15 03:40:09,ORG_INVITE,,0,0,12,6004.0,
10818,10819,2013-07-19 23:08:11,ORG_INVITE,,0,0,150,10335.0,
10819,10820,2013-12-12 05:52:11,SIGNUP,1387950731.0,0,0,277,,not adopted
10820,10821,2014-02-02 01:54:52,PERSONAL_PROJECTS,,0,0,228,,
10821,10822,2014-05-28 20:11:48,SIGNUP,1401394308.0,1,0,116,,not adopted
10822,10823,2012-07-07 02:11:51,ORG_INVITE,,0,0,350,3383.0,
10823,10824,2013-05-24 00:21:52,ORG_INVITE,1373329312.0,0,0,4,3789.0,not adopted
10824,10825,2013-10-28 21:08:37,PERSONAL_PROJECTS,,1,0,399,,
10825,10826,2013-12-30 19:06:17,GUEST_INVITE,1388603177.0,0,0,175,8029.0,not adopted
10826,10827,2013-04-18 00:04:09,ORG_INVITE,1401840249.0,0,0,34,5783.0,adopted
10827,10828,2014-04-14 10:14:56,SIGNUP_GOOGLE_AUTH,1397556896.0,0,0,84,,not adopted
10828,10829,2013-07-22 02:36:42,ORG_INVITE,1374460602.0,0,0,120,6316.0,not adopted
10829,10830,2014-05-29 14:31:42,GUEST_INVITE,,1,0,309,9802.0,
10830,10831,2013-06-18 00:41:35,SIGNUP_GOOGLE_AUTH,1371602495.0,0,0,335,,not adopted
10831,10832,2012-08-31 07:48:39,SIGNUP,1401176919.0,0,0,116,,adopted
10832,10833,2013-10-15 18:47:53,GUEST_INVITE,1401216473.0,0,0,92,9593.0,adopted
10833,10834,2013-01-03 03:00:54,GUEST_INVITE,1400727654.0,0,0,0,10333.0,adopted
10834,10835,2013-09-29 20:46:46,SIGNUP_GOOGLE_AUTH,1380487606.0,0,0,245,,not adopted
10835,10836,2013-08-11 15:12:30,ORG_INVITE,,0,0,176,6362.0,
10836,10837,2012-08-31 15:51:31,GUEST_INVITE,1346428291.0,0,0,4,5920.0,not adopted
10837,10838,2012-08-10 18:59:08,ORG_INVITE,1344625148.0,0,0,77,2583.0,not adopted
10838,10839,2012-12-21 13:07:32,PERSONAL_PROJECTS,,0,0,391,,
10839,10840,2013-06-27 11:53:54,SIGNUP,1401278034.0,0,0,100,,adopted
10840,10841,2013-06-03 08:02:12,GUEST_INVITE,1370332932.0,0,0,141,11750.0,not adopted
10841,10842,2014-04-30 21:32:51,PERSONAL_PROJECTS,1400967171.0,1,0,24,,not adopted
10842,10843,2013-12-09 13:27:05,SIGNUP,1401110825.0,0,0,46,,adopted
10843,10844,2014-05-08 23:48:53,ORG_INVITE,1399765733.0,0,0,44,8310.0,not adopted
10844,10845,2013-08-03 03:01:38,GUEST_INVITE,1375498898.0,1,0,25,3944.0,not adopted
10845,10846,2012-06-22 02:34:43,ORG_INVITE,1340332483.0,0,1,69,2251.0,not adopted
10846,10847,2014-05-26 14:19:41,SIGNUP,,0,0,154,,
10847,10848,2013-05-01 23:37:03,ORG_INVITE,1367537823.0,0,0,59,1814.0,not adopted
10848,10849,2012-10-11 01:34:00,ORG_INVITE,,1,0,42,5067.0,
10849,10850,2013-10-18 00:17:05,ORG_INVITE,1382141825.0,0,0,29,8804.0,not adopted
10850,10851,2013-12-15 05:47:44,SIGNUP,1401688064.0,0,0,301,,adopted
10851,10852,2013-10-15 12:15:38,GUEST_INVITE,1381925738.0,0,0,218,2998.0,not adopted
10852,10853,2012-09-25 02:08:16,ORG_INVITE,,0,0,171,2139.0,
10853,10854,2012-11-26 06:13:20,ORG_INVITE,1353996800.0,0,0,145,3612.0,not adopted
10854,10855,2013-11-24 17:51:21,ORG_INVITE,1385574681.0,0,1,285,4243.0,not adopted
10855,10856,2014-02-16 02:08:48,PERSONAL_PROJECTS,,0,0,233,,
10856,10857,2014-04-14 08:56:05,ORG_INVITE,1397897765.0,0,0,53,3448.0,not adopted
10857,10858,2014-01-28 01:59:00,ORG_INVITE,1401587940.0,0,0,44,8140.0,adopted
10858,10859,2013-11-17 06:36:33,SIGNUP,1384670193.0,0,0,185,,not adopted
10859,10860,2013-07-05 04:41:51,PERSONAL_PROJECTS,1401856911.0,0,0,408,,adopted
10860,10861,2012-10-28 05:56:10,ORG_INVITE,1351490170.0,0,0,20,10318.0,not adopted
10861,10862,2013-12-13 15:32:31,SIGNUP,1386948751.0,1,0,0,,not adopted
10862,10863,2014-04-09 12:40:46,GUEST_INVITE,1399725646.0,0,0,129,10010.0,not adopted
10863,10864,2013-10-26 02:37:11,ORG_INVITE,1382841431.0,0,0,6,8124.0,not adopted
10864,10865,2013-12-18 09:54:32,ORG_INVITE,1387446872.0,0,0,216,5579.0,not adopted
10865,10866,2013-02-23 00:27:24,ORG_INVITE,1401841644.0,0,0,135,730.0,adopted
10866,10867,2013-05-15 08:27:45,ORG_INVITE,1378024065.0,0,0,118,3984.0,adopted
10867,10868,2012-09-16 12:46:32,SIGNUP,1347799592.0,0,0,51,,not adopted
10868,10869,2012-06-28 00:23:35,SIGNUP,1357691015.0,0,0,275,,adopted
10869,10870,2014-01-23 08:58:15,SIGNUP,1401613095.0,1,1,63,,adopted
10870,10871,2014-05-03 01:26:11,ORG_INVITE,,0,0,279,8312.0,
10871,10872,2013-02-27 22:26:30,ORG_INVITE,1362695190.0,0,0,69,5297.0,not adopted
10872,10873,2013-03-14 23:23:55,ORG_INVITE,,0,1,48,10329.0,
10873,10874,2013-03-14 01:12:48,GUEST_INVITE,1363309968.0,0,0,351,1930.0,not adopted
10874,10875,2013-08-13 23:12:03,PERSONAL_PROJECTS,,0,0,8,,
10875,10876,2013-08-28 13:13:49,SIGNUP,1401714829.0,0,0,256,,adopted
10876,10877,2014-02-02 23:53:39,SIGNUP_GOOGLE_AUTH,1391471619.0,1,1,222,,not adopted
10877,10878,2013-05-13 03:53:36,SIGNUP,1368503616.0,0,0,331,,not adopted
10878,10879,2012-07-04 09:50:16,ORG_INVITE,1341481816.0,0,0,230,10879.0,not adopted
10879,10880,2014-03-06 09:54:14,PERSONAL_PROJECTS,1394099654.0,0,0,93,,not adopted
10880,10881,2012-08-30 12:24:04,ORG_INVITE,,0,0,6,11999.0,
10881,10882,2012-10-22 11:12:46,SIGNUP,1350904366.0,0,0,36,,not adopted
